7.9612,-1.2212,6.1452,-0.59919,-0.30436,0.053014,-0.65556,-0.028978,-0.056227,8.1218,3.7314,5.0988,-0.14399,-0.27573,0.30843,-0.86926,0.20492,-0.056354,5.3243,-5.332,6.7768,-0.052799,0.13074,-0.041055,-0.76797,0.14001,-0.69357,5.628,3.058,1.5329,-0.34385,-0.10063,0.002592,0.098449,-0.66707,-0.14279,-2.5645,-12.032,0.006643,0.26963,0.42677,-0.32212,0.43699,0.35828,0.16064
7.9694,-1.4847,5.3229,-0.33453,-0.76808,0.12098,-0.65665,-0.024947,-0.041371,8.1744,2.9549,4.2498,-0.41237,-0.30805,0.40105,-0.86546,0.21808,-0.043911,5.0899,-5.015,6.6895,-0.072768,0.11688,-0.15242,-0.76591,0.13865,-0.69531,4.9017,4.7731,1.4114,0.53645,-0.12546,-0.5204,0.1039,-0.66732,-0.13806,-2.5847,-11.154,0.89023,0.38246,0.13141,-0.54146,0.43029,0.37273,0.15909
7.656,-1.4535,5.5744,-0.20676,-0.73651,0.13651,-0.66052,-0.021489,-0.023392,8.4043,2.1916,3.6694,-0.3604,-0.2419,0.27996,-0.86162,0.23025,-0.033267,5.136,-4.8573,6.6336,-0.077353,0.11424,-0.1471,-0.76283,0.13855,-0.69679,4.2711,5.6456,2.0206,0.74462,-0.26995,-0.88736,0.12098,-0.66281,-0.12385,-2.5016,-11.427,2.1908,0.51546,-0.13525,-0.71724,0.41518,0.39322,0.15091
8.2761,-1.6325,4.6229,0.001458,-0.29818,0.0501,-0.65883,-0.016756,-0.006684,8.4283,2.2937,3.6165,-0.19786,-0.06013,0.066198,-0.85846,0.23605,-0.026571,5.1089,-4.7189,6.7164,-0.017253,0.087619,-0.035805,-0.76173,0.14022,-0.70006,3.6799,5.0508,0.20109,0.77413,-0.35725,-1.4035,0.14415,-0.65686,-0.10569,-2.3672,-11.306,1.4164,0.53126,-0.18024,-1.0813,0.39824,0.41608,0.14024
7.9563,-1.32,4.9209,0.25051,-0.2946,0.044034,-0.66015,-0.014037,0.00387,8.5131,2.1298,3.9128,-0.10527,0.074559,-0.17749,-0.85862,0.23445,-0.024991,5.0919,-4.8356,6.8355,0.058965,0.071797,0.031353,-0.75949,0.13872,-0.70066,2.3905,7.0364,-0.56228,0.8649,-0.35697,-1.7904,0.17657,-0.64886,-0.080119,-1.4978,-10.755,0.89472,0.2798,-0.2596,-1.3131,0.37804,0.44366,0.12937
8.5224,-1.3176,5.0446,0.14189,-0.12561,0.008566,-0.66008,-0.014525,0.007641,8.2841,2.9137,4.7267,0.004077,0.10673,-0.2048,-0.85993,0.22626,-0.029201,5.0898,-5.0201,6.8485,0.086217,0.010812,0.055971,-0.7542,0.13606,-0.70094,1.0251,7.9702,-0.98088,0.72431,-0.4522,-2.0035,0.2164,-0.63191,-0.065795,-1.2277,-10.525,1.0045,0.021057,-0.2157,-1.5258,0.3488,0.47304,0.13001
9.147,-1.4941,5.3094,0.18621,0.073609,0.034287,-0.65998,-0.013019,0.009517,8.1407,3.0026,4.42,-0.006144,0.065376,-0.087586,-0.86167,0.22156,-0.033239,5.153,-4.9233,6.8429,0.080623,0.010828,0.024197,-0.75296,0.13536,-0.70136,-0.51293,7.636,-1.4316,0.72835,-0.5564,-2.2708,0.25717,-0.61189,-0.05117,-0.6146,-11.148,0.89364,0.079418,-0.13725,-1.6803,0.31133,0.50405,0.12943
8.2754,-1.4717,5.1761,0.090876,-0.00337,0.009772,-0.65931,-0.014382,0.001887,8.4297,2.7026,4.2697,-0.1363,0.090975,-0.11838,-0.86252,0.21431,-0.03835,5.0948,-4.9954,6.5963,0.14,0.054259,-0.04102,-0.75335,0.13255,-0.70408,-1.7024,9.1637,-1.9974,0.51283,-0.57324,-2.4294,0.30687,-0.58599,-0.038769,-0.38855,-10.778,1.6754,0.12108,-0.096339,-1.8295,0.26468,0.54029,0.12447
8.029,-1.5515,5.2408,0.077211,0.097841,-0.070049,-0.6585,-0.013875,0.00205,7.9314,2.9866,4.7151,0.020298,0.05222,-0.16171,-0.86012,0.20804,-0.040701,5.25,-4.6371,6.7489,0.14085,0.033035,-0.085147,-0.75547,0.1298,-0.70613,-3.2549,11.887,-1.7914,0.13294,-0.6185,-2.2509,0.34681,-0.56191,-0.032607,-0.22975,-9.6418,1.218,0.15396,-0.12193,-1.9909,0.2169,0.56569,0.12033
8.2088,-1.3086,5.2811,0.21018,0.10108,-0.029726,-0.6583,-0.014039,0.003269,8.3661,2.838,4.3526,0.010597,0.084416,-0.1374,-0.86052,0.20817,-0.040856,5.2677,-4.9965,6.7358,0.02128,0.073903,-0.083463,-0.75401,0.12858,-0.70715,-2.9091,11.49,-1.739,-0.13961,-0.59082,-1.8926,0.37635,-0.54312,-0.036126,1.0084,-8.5283,1.6005,-0.14659,-0.1473,-1.9312,0.1712,0.58659,0.12193
8.1942,-1.3227,5.1242,0.26435,0.10673,0.024121,-0.6579,-0.014952,0.003292,8.5225,2.6449,4.1728,-0.02636,0.24772,-0.27139,-0.8604,0.19799,-0.047679,5.1429,-4.8459,7.0003,0.018127,0.061659,-0.064088,-0.74975,0.12492,-0.70784,-3.2364,11.182,-1.8653,0.063072,-0.36183,-1.4975,0.40406,-0.52071,-0.04605,2.4561,-7.3698,1.6131,-0.18646,-0.20869,-1.7938,0.12288,0.60189,0.12674
8.2691,-1.1315,5.3424,0.27903,0.073172,-0.075096,-0.65725,-0.016242,0.002788,8.1866,2.778,4.7206,0.20896,0.39585,-0.4593,-0.86,0.18355,-0.059607,5.0694,-4.7684,7.2912,0.047274,-0.010485,-0.049207,-0.74561,0.12177,-0.70577,-4.3739,12.695,-2.5651,0.24454,-0.25127,-1.1328,0.42365,-0.5047,-0.047401,3.0177,-7.2211,1.0553,0.013497,-0.22559,-1.5541,0.080241,0.61236,0.13183
8.3744,-0.92484,5.3147,0.45733,-0.017066,-0.16747,-0.6564,-0.020486,0.001104,7.8576,3.567,5.0162,0.33102,0.42891,-0.49208,-0.86125,0.16507,-0.07623,5.0841,-4.6903,7.0578,0.063225,-0.10276,-0.036114,-0.74808,0.11926,-0.70481,-5.221,13.381,-2.3503,0.39854,0.024731,-0.71952,0.43889,-0.49555,-0.042893,3.8354,-6.3575,0.82486,0.44838,-0.35741,-1.2318,0.043484,0.61969,0.12586
8.6731,-0.70577,5.5123,0.41576,-0.138,-0.12501,-0.6567,-0.02345,0.005417,7.6288,4.0196,5.6585,0.057865,0.43342,-0.4044,-0.85679,0.15104,-0.092361,5.094,-4.7388,7.0026,0.054603,-0.19397,-0.043377,-0.75603,0.11862,-0.70218,-4.6171,12.198,-2.2543,0.5088,0.16814,-0.079917,0.44245,-0.49506,-0.023137,4.7904,-4.0905,0.66034,0.64534,-0.42002,-0.72126,0.021799,0.62514,0.11084
8.2795,-0.33254,5.6013,0.26551,-0.080782,-0.074412,-0.65629,-0.025405,0.010557,8.0171,4.2163,5.5864,0.14637,0.38816,-0.32525,-0.85206,0.14022,-0.10763,5.1961,-4.5449,6.9005,0.030958,-0.22816,-0.020463,-0.75989,0.11523,-0.69862,-3.9214,10.804,-1.7286,0.5444,0.25599,0.26366,0.44051,-0.49616,-0.006923,6.3551,-4.3351,0.14822,-0.044224,-0.26852,-0.2652,0.01263,0.62865,0.1045
